origen,destino,nombre_transportista,total_viajes,codigo,codigo_referencia,direccion,ciudad,provincia,pais,nif,telefono,telefono_movil,email,adr,completo
VALENCIA,CASTELLON,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,CASTELLON,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
CASTELLON,VALENCIA,JULIO SANCHIS MORA,1302,,,,,,,,,,lachata-18@hotmail.com,,
CORUNA,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
CORUNA,BARCELONA,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
CORUNA,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
GERONA,BARCELONA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
GERONA,BARCELONA,TRANSFONT  S.L.,1756,,,,,,,,,,transfont@transfont.com,,
GERONA,BARCELONA,TRANSPORTES RICARDO MARTINEZ  S.A.,213,,,,,,,,,,transports@transricardomartinez.com,,
BARCELONA,GUIPUZCOA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,GUIPUZCOA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
GUIPUZCOA,BARCELONA,ALTRADI  S.L.,504,,,,,,,,,,ALTRADI@ALTRADI.COM,,
GUIPUZCOA,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
HUESCA,BARCELONA,TRANSPORTES MARTIN PORRAS E HIJOS  S.L.,518,,,,,,,,610252813,,mporras_20@hotmail.com,,
BARCELONA,HUESCA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA,HUESCA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
LERIDA,BARCELONA,TRANS-PUIGGENE MESTRES  S.L.,222,,,,,,,,,,info@tpuiggene.com,,
LERIDA,BARCELONA,TRANSFONT  S.L.,1756,,,,,,,,,,transfont@transfont.com,,
LERIDA,BARCELONA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
LERIDA,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,BARCELONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
MADRID,BARCELONA,OÑORO FERNANDEZ MIGUEL ANGEL,1648,,,,,,,,616443098,,transporte_syo@hotmail.com,,
VALENCIA,MALAGA,CARGOCASITODO  S.L.,43,,,,,,,,,,trafico@cargocasitodo.com,,
MADRID,CORDOBA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,VALENCIA,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
MADRID,VALENCIA,SEBASTIAN ORTEGA PEREZ,2,,,,,,,,677477987,,sebas.ortega.perez@gmail.com,,
MADRID,VALENCIA,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
MADRID,VALENCIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
MADRID,VALENCIA,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
MADRID,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
MADRID,VALENCIA,MARIN ROIG RODRIGUEZ  EDUARDO,1720,,,,,,,,,,eduardomarin1968@gmail.com,,
MADRID,VALENCIA,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
MADRID,VALENCIA,HIRUTRANS GARRAIOAK  S.L. (HTG EXPRESS),1561,,,,,,,,,,admon@htg-express.com,,
TARRAGONA,BARCELONA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
TARRAGONA,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
VALENCIA,BARCELONA,JOMAN LOGISTIC  S.L.,112,,,,,,,,,,administracion@jomanlogistic.com,,
VALENCIA,MADRID,SEBASTIAN ORTEGA PEREZ,2,,,,,,,,677477987,,sebas.ortega.perez@gmail.com,,
VALENCIA,MADRID,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
VALENCIA,MADRID,VERDET CARRATALA  S.A.,237,,,,,,,,,,vercasa@vercasa.net,,
VALENCIA,MADRID,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
VALENCIA,MADRID,JULIO SANCHIS MORA,1302,,,,,,,,,,lachata-18@hotmail.com,,
VALENCIA,MADRID,VICENTE ROS PANACH,3,,,,,,,,649975416,,transportespanach@gmail.com,,
VALENCIA,MADRID,TRANSRIBERA COOP.V.,223,,,,,,,,,,,,
VALENCIA,MADRID,MARIN ROIG RODRIGUEZ  EDUARDO,1720,,,,,,,,,,eduardomarin1968@gmail.com,,
VALENCIA,MADRID,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
VALENCIA,MADRID,TRANSRIBERA COOP.V. (SALVADOR POVEDA VA),2252,,,,,,,,,,salvadorpoveda46@gmail.com,,
VALENCIA,MADRID,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
VALENCIA,MADRID,MULTISERVICIOS EXPRESS  S.L.,1684,,,,,,,,638776748,,trafico.gestion@multiserviciosexpress.es,,
VALENCIA,MADRID,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
VALENCIA,MADRID,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
VALENCIA,MADRID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALAVA,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALAVA,BARCELONA,LGK  S.L.,600,,,,,,,,,,LGK@LGK.ES,,
ALAVA,BARCELONA,ANDRES VENTANAS GOMEZ,1398,,,,,,,,,,AVENGOMEZ@HOTMAIL.COM,,
ALAVA,BARCELONA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
ALAVA,BARCELONA,COOPERATIVA CANTABRA DE TRANSPORTES,56,,,,,,,,,,cocantra@cocantra.com,,
ALAVA,BARCELONA,DAYCOTRANS  S.L.,2063,,,,,,,,,,,,
ALAVA,BARCELONA,MOLINA ARANDA ALBERTO,1986,,,,,,,,722756651,,comercialadimo@gmail.com,,
ALAVA,BARCELONA,CALVANENSE LOPEZ ALVARO,1761,,,,,,,,626490887,,alvarocalvanense@gmail.com,,
ALAVA,BARCELONA,ROMERO BERNAL PEDRO,1871,,,,,,,,696426913,,transfrigo_romero@hotmail.com,,
ALAVA,BARCELONA,IONEL MATUS,1705,,,,,,,,,,,,
ALAVA,BARCELONA,JAVIER FORMOSO DE DIOS,1018,,,,,,,,,,transportes@logisticaformoso.com,,
ALAVA,BARCELONA,MARTINEZ MANZANARES BRUNO,1854,,,,,,,,660246644,,,,
ALAVA,BARCELONA,SKA LOGISTIK  S.L.,1741,,,,,,,,,,info@ska-logistik.es,,
ALAVA,BARCELONA,MEDRANO SUFRATEGUI FRANCISCO JAVIER,1347,,,,,,,,,,franciscomedrano47@gmail.com,,
ALAVA,BARCELONA,JAVIER RIOJA GONZALEZ,1793,,,,,,,,686 11 85 99,,j.riojatransportes@gmail.com,,SI
ALAVA,BARCELONA,SURE TRADING  S.L.,2269,,,,,,,,,,transjoseivan@gmail.com,,
ALAVA,BARCELONA,TRANSBARCELONA TTES. LOGISTICOS  S.L.,1709,,,,,,,,,,,,
ALAVA,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
ALAVA,BARCELONA,CARMELO BAYON GARCIA,807,,,,,,,,629709629,,cbayon4@hotmail.es,,
ALAVA,BARCELONA,TRUCK AND WHEEL  S.L.,613,,,,,,,,,,trafico.pamplona@tw-group.com,,
ALAVA,BARCELONA,CARMELO IBABE ARCAUZ,1174,,,,,,,,,,karmeloibabe@gmail.com,,
ALAVA,BARCELONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
ALAVA,BARCELONA,BLUE JET  S.L.,2408,,,,,,,,,,psucias@bluejet.cat,,
ALAVA,BARCELONA,FELIX LOIDI ERVITI,84,,,,,,,,639102046,,loidifelix@gmail.com,,
ALAVA,BARCELONA,TRANSPORTES IRURZUN  S.L.,207,,,,,,,,,,trafico@ttesirurzun.com,,
ALAVA,BARCELONA,TRANSPORTES AQUINO ESPINOZA  S.L. ,707,,,,,,,,,,herbert_197@hotmail.com,,
ALAVA,BARCELONA,ALEXANDRU DANIEL TIGORVETI,2249,,,,,,,,,,TIRGOVETI@GMAIL.COM,,
ALAVA,BARCELONA,SERGIO RIOJA GONZALEZ,1956,,,,,,,,659 53 65 53 ,,sergio_rioja@yahoo.es,,SI
ALAVA,CADIZ,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALAVA,MADRID,TEJERINA ASENSIO LUIS GONZALO,1906,,,,,,,,672609244,,tejerina.trans@gmail.com,,
ALAVA,MADRID,HERNANDO GIL GUSTAVO,1053,,,,,,,,609430155,,gushergil2@hotmail.es,,
ALAVA,VALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
ALAVA,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALAVA,VALENCIA,GALDERTRANS  S.L.,91,,,,,,,,,,galdertransllodio@gmail.com,,
ALAVA,VALENCIA,MOVENTIA LOGISTICA S.L.,138,,,,,,,,669682321 Pedro,,j.martinez@moventialogistica.com,,
ALAVA,VALENCIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
ALAVA,VALENCIA,TTES.  JOSE SORIANO CLEMENTE  S.L.,229,,,,,,,,,,t.josesoriano@gmail.com,,
ALAVA,VALENCIA,MIGUEL ANGEL OLAVE VALGAÑON,633,,,,,,,,,,transportesolave@hotmail.com,,
ALAVA,VALENCIA,AC TRUCKS  S.C.P.,2385,,,,,,,,,,actrucksscp@gmail.com,,
ALAVA,VALENCIA,TRASBIARGI GASTEIZ  S.COOP.,1467,,,,,,,,,,trafico1@trasbiargi.com,,
ALAVA,VALENCIA,LOGISTICA MARKEL  S.L.,2011,,,,,,,,,,,,
ALAVA,VALENCIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
ALBACETE,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
ALBACETE,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALBACETE,BARCELONA,SANCHEZ ARENAS LOGISTICS  S.L,802,,,,,,,,,,trafico@salogistics.es,,
ALBACETE,BARCELONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
ALBACETE,BARCELONA,TRANSPORTES FERNANDEZ  S.L.U.,200,,,,,,,,,,carmen@transportesfernandez.es,,
ALBACETE,BARCELONA,SIMON ALMANSA  S.L. - TTES.SIMON,171,,,,,,,,,,b.saez@transportessimon.com,,
ALBACETE,GUIPUZCOA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALBACETE,MADRID,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
ALBACETE,TOLEDO,TRANSPORTES FERNANDEZ  S.L.U.,200,,,,,,,,,,carmen@transportesfernandez.es,,
ALBACETE,VALENCIA,SIMON ALMANSA  S.L. - TTES.SIMON,171,,,,,,,,,,b.saez@transportessimon.com,,
ALBACETE,VALENCIA,TRANSPORTES FERNANDEZ  S.L.U.,200,,,,,,,,,,carmen@transportesfernandez.es,,
ALBACETE,VALENCIA,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
ALBACETE,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALICANTE,ALICANTE,MULTISERVICIOS EXPRESS  S.L.,1684,,,,,,,,638776748,,trafico.gestion@multiserviciosexpress.es,,
ALICANTE,BARCELONA,BERNATRANS LOGISTICA  S.L.,38,,,,,,,,,,administracion@barnatranslogistica.com,,
ALICANTE,BARCELONA,MULTISERVICIOS EXPRESS  S.L.,1684,,,,,,,,638776748,,trafico.gestion@multiserviciosexpress.es,,
ALICANTE,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALICANTE,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
ALICANTE,BARCELONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
ALICANTE,BARCELONA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
ALICANTE,BARCELONA,TRANSMACER,2405,,,,,,,,,,,,
ALICANTE,BARCELONA,TRANSPORTES EL COMTAT  S.C.V.,1876,,,,,,,,,,,,
ALICANTE,MURCIA,MULTISERVICIOS EXPRESS  S.L.,1684,,,,,,,,638776748,,trafico.gestion@multiserviciosexpress.es,,
ALICANTE,SALAMANCA,MOVENTIA LOGISTICA S.L.,138,,,,,,,,669682321 Pedro,,j.martinez@moventialogistica.com,,
ALICANTE,SEVILLA,GRU. OP. DE TRANSPORTES JESUS GIL,639,,,,,,,,,,valencia@jesusgil.com,,
ALICANTE,SEVILLA,LOGISTICA DE TTES GARCIA VILLANUEVA  S.L,1584,,,,,,,,656805438,,,,
ALICANTE,VALENCIA,MULTISERVICIOS EXPRESS  S.L.,1684,,,,,,,,638776748,,trafico.gestion@multiserviciosexpress.es,,
ALICANTE,VALENCIA,TRANSPORTES GUERRERO 96  S.L.,203,,,,,,,,696443003,,sandra@transportesguerrero.es,,
ALICANTE,VALENCIA,PARRA SANJUAN  JUAN ANTONIO,1848,,,,,,,,,,parrajuan2001.jp@gmail.com,,
ALICANTE,VALENCIA,VELOCITY TRANSINTERNACIONAL  S.L.,491,,,,,,,,656388570,,trafico@transportevelocity.com,,
ALICANTE,VALENCIA,MARIA PILAR NIEVES LOPEZ PLA,2387,,,,,,,,,,javiermartinezcuenca@hotmail.com,,
ALICANTE,VALENCIA,TRANSRIBERA COOP.V. (SALVADOR POVEDA VA),2252,,,,,,,,,,salvadorpoveda46@gmail.com,,
ALICANTE,VALENCIA,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
ALGECIRAS ,BARCELONA ,TRANSMEC DE BORTOLI GROUP ESPAÑA  S.A,1013,,,,,,,,,,a.loeches@tdbg.es,,
ALICANTE,MADRID,TRANS JOAQUIN BUENDIA  S.L.U.,182,,,,,,,,675518884,,info@transjbuendia.com,,
ALMERIA,BARCELONA,TRANSPORTES GUERRERO 96  S.L.,203,,,,,,,,696443003,,sandra@transportesguerrero.es,,
ALMERIA,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALMERIA,SEVILLA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ALMERIA,SUECIA,LIBRA LOGISTIC SERVICES  S.L.,892,,,,,,,,,,"IMPORT@LIBRALOGISTIC.COM,EXPORT@LIbRALOGISTIC.COM",,
ALMERIA,VALENCIA,TRANSPORTES GUERRERO 96  S.L.,203,,,,,,,,696443003,,sandra@transportesguerrero.es,,
ALMERIA,VALENCIA,JUAN ANTONIO GARCIA GOMEZ,1,,,,,,,,639004672,,JUANGARGO@GMAIL.COM,,
ALMERIA,VALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
ASTURIAS,BARCELONA,OPERADOR DE TRANSPORTES ELISEO  S.L,145,,,,,,,,,,correo@oteliseo.es,,
ASTURIAS,BARCELONA,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
ASTURIAS,BARCELONA,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
ASTURIAS,BARCELONA,TRANSMEC DE BORTOLI GROUP ESPAÑA  S.A,1013,,,,,,,,,,a.loeches@tdbg.es,,
ASTURIAS,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ASTURIAS,BARCELONA,TRANSMARAÑA  S.L.,187,,,,,,,,,,transporte@grupomarana.com,,
ASTURIAS,MADRID,JUAN BENITO DEL RIO HERNANDEZ,535,,,,,,,,,,santi.rio@hotmail.com,,
ASTURIAS,MADRID,ENORA SERVICIOS LOGISTICOS  SL,1382,,,,,,,,,,operaciones@enoragrupo.es,,
ASTURIAS,PONTEVEDRA,GESTORA DEL MONSACRO  S.L.,754,,,,,,,,648002403,,gestoradelmonsacro@gmail.com,,
ASTURIAS,PONTEVEDRA,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
ASTURIAS,PONTEVEDRA,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
ASTURIAS,PONTEVEDRA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ASTURIAS,SEVILLA,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
ASTURIAS,VALENCIA,ANDIKETA S.L.,1164,,,,,,,,615986812,,andiketagasoleos@gmail.com,,
ASTURIAS,VALENCIA,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
ASTURIAS,VALENCIA,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
ASTURIAS,VALENCIA,DSV ROAD SPAIN S.A.U,70,,,,,,,,,,monserrat.martinez@dsv.com,,
ASTURIAS,VALENCIA,CASITRAN S.A,47,,,,,,,,,,casintra@casintra.com,,
ASTURIAS,VALENCIA,TRANSMARAÑA  S.L.,187,,,,,,,,,,transporte@grupomarana.com,,
ASTURIAS,VALENCIA,TEJERINA ASENSIO LUIS GONZALO,1906,,,,,,,,672609244,,tejerina.trans@gmail.com,,
ASTURIAS,VALENCIA,MARIO CAMUS GALLEGO,135,,,,,,,,,,mariocamusgallego@hotmail.com,,
ASTURIAS,VALENCIA,CARCABA ASTURIAS S.L.,1590,,,,,,,,,,,,
ASTURIAS,VALENCIA,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
ASTURIAS,VALENCIA,ROMERO MUÑOZ  DANIEL,2386,,,,,,,,,,2411DANIELROMERO@GMAIL.COM,,
ASTURIAS,VALENCIA,A.T. SAROSA LEVANTE  S.L.,23,,,,,,,,,,gruposarosa@gruposarosa.com,,
ASTURIAS,VALENCIA,ARGÜELLES RIVAS  ALBERTO RAFAEL,1475,,,,,,,,635409776,,,,
ASTURIAS,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
ASTURIAS,VALENCIA, FRANCISCO JAVIER GONZALEZ SUAREZ ,2451,,,,,,,,,,,,
ASTURIAS,VIZCAYA,GUTTRANS S.L,99,,,,,,,,,,info@guttrans.com,,
ASTURIAS,VIZCAYA,FERCAM TRANSPORTES  S.A.U.,1394,,,,,,,,,,barcelona@fercam.com,,
ASTURIAS,VIZCAYA,AGENCIA TRANSPORTES ROBLEDO  S.L.,643,,,,,,,,676 33 98 59 ,,asturias@robledologistics.com,,SI
ASTURIAS,VIZCAYA,FRESNETRANS  S.L.,2293,,,,,,,,,,,,
AVILA,MADRID,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
AVILA,MADRID,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
AVILA,MADRID,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
AVILA,MADRID,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
AVILA,MADRID,URIARTE LOGISTICA  S.L.,1964,,,,,,,,,,trafico@uriartelogistica.com,,
AVILA,MADRID,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
AVILA  ,VALENCIA  ,AZURCARGO S.L.,883,,,,,,,,670082600,,azur@azurcargo.es,,
AVILA  ,VALENCIA  ,OPERADOR LOGISTICO LOPEZ  S.L.,146,,,,,,,,,,recogidas@operadorlogisticolopez.com,,
AVILA  ,VALENCIA  ,NINJATRUCK  S.L. ONTRUCK,278,,,,,,,,,,ops@ontruck.com,,
AVILA  ,VALENCIA  ,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
AVILA  ,VALENCIA  ,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
AVILA  ,VALENCIA  ,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
BADAJOZ,BARCELONA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BADAJOZ,BARCELONA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
BADAJOZ,BARCELONA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BADAJOZ,BARCELONA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BADAJOZ,BARCELONA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BADAJOZ,CADIZ,EUSEBIA GONZALEZ DE LA NATIVIDAD,501,,,,,,,,637886233,,anjamaisuse@gmail.com,,
BADAJOZ,MADRID,EUSEBIA GONZALEZ DE LA NATIVIDAD,501,,,,,,,,637886233,,anjamaisuse@gmail.com,,
BADAJOZ,MADRID,FERNANDEZ GUERRERO  ANTONIO MANUEL,2082,,,,,,,,,,am_fernandez1@hotmail.es,,
BADAJOZ,MADRID,CALETRIO GONZALEZ ANTONIO,1511,,,,,,,,,,caletrio@caletrio.es,,
BADAJOZ,SEVILLA,TRANSPORTES MOYA LOGISTICA INTEGRAL SL,1969,,,,,,,,,,luis.m.moya.v@gmail.com,,
BADAJOZ,SEVILLA,ALEJANDRO TOMAS IZQUIERDO TENA,1560,,,,,,,,,,amit.transportes@gmail.com,,
BADAJOZ,SEVILLA,J.A. MOYA TRANSPORTES SEVILLA  S.L.,2235,,,,,,,,,,jamoyatransportessevilla@gmail.com,,
BADAJOZ,VALENCIA,MAÑERO TRANSPORTES E HIJOS  S.L,2115,,,,,,,,,,trafico@manerotrans.com,,
BADAJOZ,VALENCIA,FERNANDEZ SOLIS  ANDRES,2160,,,,,,,,,,ANDRESFS.OPERADORDETRANSPORTES@GMAIL.COM,,
BADAJOZ,VALENCIA,EUSEBIA GONZALEZ DE LA NATIVIDAD,501,,,,,,,,637886233,,anjamaisuse@gmail.com,,
BADAJOZ,VALENCIA,NAVALON PRIETO MANUEL,1838,,,,,,,,618234456,,m.navalon_92@hotmail.com,,
BADAJOZ,VALENCIA,TRANSPORTES ZANCADA  S.L.,1065,,,,,,,,,,transporteszancada@gmail.com,,
BADAJOZ,VALENCIA,FIDEL GUISADO JUEZ,2157,,,,,,,,,,fidelguisado@hotmail.com,,
BADAJOZ,VALENCIA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BADAJOZ,VALENCIA,SEBASTIAN LUIS CID SALVADOR ,2163,,,,,,,,,,sebastiancidsalvador@gmail.com,,
BADAJOZ,VALENCIA,EXTRECAT LOGISTIC  S.L.,294,,,,,,,,,,jose.lozano@extrecatlogistic.com,,
BADAJOZ,VALENCIA,O.T. JOSE ANDRES MONTERO  S.L.U.,980,,,,,,,,,,trafico@transportesmontero.es,,
BADAJOZ,VALENCIA,TRANSPORTES PARTE  S.L.,2173,,,,,,,,,,parte@parte.es ,,
BADAJOZ,VALENCIA,A.T. ROLDAN FERNANDEZ HNOS  S.L.,2180,,,,,,,,,,roldan@atroldan.es ,,
BADAJOZ,VALENCIA,EXIT  S.L.,2178,,,,,,,,,,joaquin.grau@exit.es,,
BADAJOZ,VALENCIA,TRANSPORTES CHOCHEROS  S.A.(BAJADOZ),2034,,,,,,,,686947654,,trafico@transporteschocheros.com,,
BADAJOZ,VALENCIA,RIOJA PALET EXPRES  S.L.,308,,,,,,,,,,comercial@sainztransportes.com,,
BADAJOZ,VALENCIA,FERNANDEZ GUERRERO  ANTONIO MANUEL,2082,,,,,,,,,,am_fernandez1@hotmail.es,,
BADAJOZ,VALENCIA,VALI LEFTERACHE,2234,,,,,,,,,,info@rdpe.es,,
BADAJOZ,VALENCIA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
BADAJOZ,VALENCIA,ONTIME CATALUNYA  S.L.U.,2365,,,,,,,,,,,,
BADAJOZ,VALENCIA,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,LUGO,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,LUGO,GALITRUCK LOGISTICA  S.L.,1241,,,,,,,,687 05 96 51 ,,galitrucklogistica@galitruck.com,,SI
BARCELONA,LUGO,JOSE REY PET,1733,,,,,,,,,,reypeti@gmail.com,,
BARCELONA,LUGO,REDRAPID BALEAR  S.L.(LOGISTICS ROTGER),2278,,,,,,,,,,jcnunez@logisticsrotger.com,,
BARCELONA,LUGO,FERNANDO ARES PAZOS,2416,,,,,,,,,,,,
BARCELONA,VIGO,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,ALAVA,GRUPAJES ESTRATEGICOS  S.L.,686,,,,,,,,666676078,,grupajes.es@gmail.com,,NO
BARCELONA,ALAVA,CUALDE LOGISTICS  S.L.U.,568,,,,,,,,,,trafico@cualde.com,,
BARCELONA,ALAVA,ENLAZA PLATAFORMA VALENCIA  S.L.U.,290,,,,,,,,661668572,,RECOGIDAS@PBXVALENCIACOM,,
BARCELONA,ALAVA,GRUPO TRANSAHER  S.L.,683,,,,,,,,,,recogidas.valencia@transaher.es,,
