origen;destino;nombre_transportista;total_viajes;codigo;codigo_referencia;direccion;ciudad;provincia;pais;nif;telefono;telefono_movil;email;adr;completo
MADRID;GUADALAJARA;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
TARRAGONA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
CACERES;BARCELONA;GRUPO LOGISTICO PULIDO S.L.;;;;;;;;;;925701909;administracion@glpulido.com;;
BARCELONA;MADRID;24H TRANSPORTES ANTONIO CARMONA S.L.;;;;;;;;;;918862500;;;
BARCELONA;VALENCIA ;VICENTE ROS PANACH;;;;;;;;;;963657147;transportespanach@gmail.com;;
BELGICA;BARCELONA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
BARCELONA;LEON;SERLUTRANSA SDAD. COOP. GALEGA;;;;;;;;;;982209958;serlutransa@hotmail.com;;
ZARAGOZA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
BARCELONA;MADRID;TORRES LOGISTICA Y TRANSPORTES S.L.;;;;;;;;;;949100044;pedro@ttorres.es;;
VALENCIA;CORUÑA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;GUADALAJARA;24H TRANSPORTES ANTONIO CARMONA S.L.;;;;;;;;;;918862500;;;
HUESCA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;MADRID;SANCHEZ CARBONERO ANGEL;;;;;;;;;;607639092;angelsaca@live.com;;
NAVARRA;BARCELONA;TAFATRANS LOGISTICA Y SERVICIOS S.L.;;;;;;;;;;902232600;trafico@grupotafatrans.com;;
BARCELONA;VIZCAYA;LGK S.L.;;;;;;;;;;946257540;LGK@LGK.ES;;
BARCELONA;MADRID;CIREBEA DANIEL;;;;;;;;;;663847884;danielcirebea73@gmail.com;;
LEON;VALENCIA;HERMANOS FELICISIMO Y SERGIO S.A.;;;;;;;;;;652923137;hfysarmellada@gmail.com;;
BARCELONA;MADRID;TRANBENITO MERCANCIAS IBERICA S.L.U;;;;;;;;;;926115248;benito@tranbenito.com;;
VIZCAYA;VALENCIA;TRANSPORTE Y LOGISTICA SJM 2018 S.L.;;;;;;;;;;944558724;info@sjmlogitrans.es;;
MADRID;VALENCIA;VICENTE ROS PANACH;;;;;;;;;;963657147;transportespanach@gmail.com;;
CADIZ;CADIZ;TRANSBULL CADIZ S.L.;;;;;;;;;;956570420;comercial@transbull.com;;
BARCELONA;SEGOVIA;SERTRANS CATALUNYA S.A.;;;;;;;;;;934627767;juanrodriguez@sertrans.es;;
CADIZ;SEVILLA;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
TOLEDO;VALENCIA  ;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
BARCELONA;ORENSE;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
NAVARRA;BARCELONA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALENCIA;ZAMORA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALENCIA;BARCELONA;VELOCITY TRANSINTERNACIONAL S.L.;;;;;;;;;;961977960;trafico@transportevelocity.com;;
BARCELONA;ALICANTE;BERNATRANS LOGISTICA S.L.;;;;;;;;;;669859675;administracion@barnatranslogistica.com;;
TOLEDO;BARCELONA;TRANSGONZALEZ RUIZ S.L.;;;;;;;;;;;transgonzalezruiz@gmail.com;;
BARCELONA;MURCIA;TRANSPORTES GUERRERO 96 S.L.;;;;;;;;;;902301059;sandra@transportesguerrero.es;;
BURGOS;CASTELLON;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
ALAVA;BARCELONA;LGK S.L.;;;;;;;;;;946257540;LGK@LGK.ES;;
MADRID ;BARCELONA;LOETRANS S.L;;;;;;;;;;91601111;;;
BARCELONA;NAVARRA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
JAEN;SEVILLA;CARGOCASITODO S.L.;;;;;;;;;;953033790;trafico@cargocasitodo.com;;
BARCELONA;HUESCA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
CANTABRIA;VALENCIA;ALMACENAJE Y DISTRIBUCIÓN DEL NORTE S.L;;;;;;;;;;946713055;comercial@aldinor.com;;
SEVILLA;BADAJOZ;TRANSPORTES DEL SUR HNOS. PEREIRA S.L.U;;;;;;;;;;;jarafernandez@hnospereira.com;;
BARCELONA;VIZCAYA;COOPERATIVA CANTABRA DE TRANSPORTES;;;;;;;;;;942260648;cocantra@cocantra.com;;
NAVARRA;MADRID;TAFATRANS LOGISTICA Y SERVICIOS S.L.;;;;;;;;;;902232600;trafico@grupotafatrans.com;;
VALENCIA;SALAMANCA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
CASTELLLAR DEL VALLES;CASTELLLAR DEL VALLES;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
TOLEDO;MADRID;FRANCISCOJOSE LOBO PEREZ;;;;;;;;;;670300490;TRAFICORUTA360@GMAIL.COM;;
VALENCIA;VALENCIA;SIMON ALMANSA S.L. - TTES.SIMON;;;;;;;;;;967341578;b.saez@transportessimon.com;;
BARCELONA;MADRID;TEJERINA ASENSIO LUIS GONZALO;;;;;;;;;;672609244;tejerina.trans@gmail.com;;
GUADALAJARA;VALENCIA  ;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
LUGO;VALENCIA;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
BARCELONA;VIZCAYA;DAYCOTRANS S.L.;;;;;;;;;;635736789;;;
ALBACETE;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VIZCAYA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CIUDAD REAL;BARCELONA;TRANSPORTES FERNANDEZ S.L.U.;;;;;;;;;;963421585;carmen@transportesfernandez.es;;
madrid;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ZARAGOZA;BARCELONA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALLADOLID;BARCELONA;A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.;;;;;;;;;;983528242;administracion@lmglogistic.com;;
VALENCIA;ZARAGOZA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
GUIPUZCOA;BARCELONA;ALTRADI S.L.;;;;;;;;;;943331515;ALTRADI@ALTRADI.COM;;
VALENCIA;VIZCAYA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
ALGECIRAS;GRANADA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
VALENCIA;ASTURIAS;ANTONIO GONZALEZ MENDEZ (ANGELIN E HIJOS;;;;;;;;;;619219024;;;
VALENCIA;VALENCIA;JUAN ANTONIO GARCIA GOMEZ;;;;;;;;;;639004672;JUANGARGO@GMAIL.COM;;
VALLADOLID ;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
TARRAGONA;BARCELONA;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
CACERES;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
SEVILLA;BADAJOZ;EDUARDO MANUEL BULNES SERRANO;;;;;;;;;;607344248;info@transportesbulnes.com;;
BARCELONA;VALLADOLID;A.T. LUIS MIGUEL MUÑOZ GIL S.L.U.;;;;;;;;;;983528242;administracion@lmglogistic.com;;
BARCELONA;SORIA;TRANS-ROYPE S.L.U.;;;;;;;;;;975310076;transroype@hotmail.com;;
GERONA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CORDOBA;SEVILLA;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
BARCELONA;MADRID;MARIUS MARIN POP;;;;;;;;;;618241980;;;
VIZCAYA;BARCELONA;TRANSPORTE Y LOGISTICA SJM 2018 S.L.;;;;;;;;;;944558724;info@sjmlogitrans.es;;
TOLEDO;MADRID;TRANS JOAQUIN BUENDIA S.L.U.;;;;;;;;;;961514924;info@transjbuendia.com;;
LERIDA;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
GUIPUZCOA;MADRID;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
madrid;VALENCIA;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
GUIPUZCOA;BARCELONA;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
BARCELONA;VALENCIA ;PARRA SANJUAN JUAN ANTONIO;;;;;;;;;;653279509;parrajuan2001.jp@gmail.com;;
LA RIOJA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;SEGOVIA;LEMAN LTS S.L.;;;;;;;;;;983605077;trafico@pereztejedor.com;;
BARCELONA;LEON;VIATRANS TRANSPORTES Y LOGISTICA S.L;;;;;;;;;;680550667;benavente@viatranssl.com;;
BARCELONA;MADRID;CARGOVIAL S.L.;;;;;;;;;;677495509;trafico@cargovial.es;;
CASTELLON;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;TARRAGONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
SEVILLA;CACERES;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
VALENCIA;GUADALAJARA;S.C.A. TTES. VIRGEN DE ZOCUECA;;;;;;;;;;;jtrafico@cobaytrans.com;;
VALENCIA;AVILA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
GUADALAJARA;VALENCIA  ;ALEJANDRO SOLER SANCHEZ;;;;;;;;;;635459784;;;
CIUDAD REAL;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;SEGOVIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
TARRAGONA;VALENCIA;TRANSMUAL SOLUCIONES LOGISTICAS S.L.;;;;;;;;;;623588315;trafico@logisticatransmual.com;;
MADRID;GUIPUZCOA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
SALAMANCA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
PALENCIA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;MADRID ;TRANSMUAL SOLUCIONES LOGISTICAS S.L.;;;;;;;;;;623588315;trafico@logisticatransmual.com;;
VALLADOLID;BARCELONA;LEMAN LTS S.L.;;;;;;;;;;983605077;trafico@pereztejedor.com;;
BARCELONA;MADRID;CIREBEA ROBERT DANIEL;;;;;;;;;;687067153;robertcirebea@gmail.com;;
BARCELONA;SEGOVIA;PORTUGAL FERNANDEZ ANTONIO ALVARO;;;;;;;;;;686486911;983294468@telefonica.net;;
ALBACETE;VALENCIA;SIMON ALMANSA S.L. - TTES.SIMON;;;;;;;;;;967341578;b.saez@transportessimon.com;;
MADRID;LUGO;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
MADRID;PALENCIA;JOSE JAVIER GOMEZ DE LA FUENTE;;;;;;;;;;983553363;transgdelafuente@gmail.com;;
VALENCIA;LUGO;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALENCIA;VIZCAYA;JORGE BALLESTEROS ALONSO ;;;;;;;;;;629231431;;;
VALLADOLID ;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALICANTE;BARCELONA;BERNATRANS LOGISTICA S.L.;;;;;;;;;;669859675;administracion@barnatranslogistica.com;;
VALENCIA;BARCELONA;ENVIOS RAPIDOS VALENCIA S.L (RAMONEDA);;;;;;;;;;961667590;jsoriano@ramoneda.es;;
LA RIOJA;BARCELONA;ANICA LUCICA STEFAN;;;;;;;;;;645164221;;;
VALENCIA;VALLADOLID;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
SEVILLA;CADIZ;JOSE ANTONIO MOYA VAZQUEZ;;;;;;;;;;666457178;joseantoniomoyavazquez@gmail.com;;
VALLADOLID;MADRID;FRANCISCO JAVIER MARTINEZ FALAGAN;;;;;;;;;;669490181;;;
TERUEL;BARCELONA;TRASANDA S.L.;;;;;;;;;;636952977;administracion@yusbelenguer.com;;
BARCELONA;LA CORUÑA;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
CADIZ;SEVILLA;JOSE ANTONIO MOYA VAZQUEZ;;;;;;;;;;666457178;joseantoniomoyavazquez@gmail.com;;
LEON;BARCELONA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
SORIA;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
LA RIOJA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;GUIPUZCOA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
LA RIOJA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
NAVARRA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;LUGO;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
BARCELONA;ALICANTE;MULTISERVICIOS EXPRESS S.L.;;;;;;;;;;965070809;trafico.gestion@multiserviciosexpress.es;;
PONTEVEDRA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
PONTEVEDRA;MADRID;RAUDOVAN TRANSPORTS S.L.;;;;;;;;;;652275277;barcelona@raudovan.com;;
CACERES;MADRID;TRANSPORTES TRANMOLA SL;;;;;;;;;;635305873;;;
MADRID ;BARCELONA;CARGOVIAL S.L.;;;;;;;;;;677495509;trafico@cargovial.es;;
VALENCIA;TERUEL;JORGE BONDIA TRANSPORTS S.L.;;;;;;;;;;670357919;trafico@jorgebondiatransports.es;;
VALENCIA;GRANADA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
LA RIOJA;VALENCIA;JORGE BONDIA TRANSPORTS S.L.;;;;;;;;;;670357919;trafico@jorgebondiatransports.es;;
SEVILLA;CORDOBA;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
VALENCIA;GUADALAJARA;TRANS ARIJA S.L.;;;;;;;;;;647358269;trans-arija@hotmail.com;;
SEVILLA;SEVILLA;JOSE ANTONIO MOYA VAZQUEZ;;;;;;;;;;666457178;joseantoniomoyavazquez@gmail.com;;
ALAVA;BARCELONA;ANDRES VENTANAS GOMEZ;;;;;;;;;;669592777;AVENGOMEZ@HOTMAIL.COM;;
CASTELLON;VALENCIA ;JUAN ANTONIO GARCIA GOMEZ;;;;;;;;;;639004672;JUANGARGO@GMAIL.COM;;
CORUÑA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CASTELLON;VALENCIA;JUAN ANTONIO GARCIA GOMEZ;;;;;;;;;;639004672;JUANGARGO@GMAIL.COM;;
SALAMANCA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;VALENCIA;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
BADAJOZ;VALENCIA;EUSEBIA GONZALEZ DE LA NATIVIDAD;;;;;;;;;;924832960;anjamaisuse@gmail.com;;
VIZCAYA;BARCELONA;JAVIER RIOJA GONZALEZ;;;;;;;;;;686118599;j.riojatransportes@gmail.com;;
VALENCIA;VALLADOLID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CADIZ;CADIZ;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
LA RIOJA;BARCELONA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VALENCIA;CUENCA;BUENDIA DOMINGUEZ ANA P. ;;;;;;;;;;961514924;annbuendia@gmail.com;;
NAVARRA;BARCELONA;GRUPAJES ESTRATEGICOS S.L.;;;;;;;;;;666676078;grupajes.es@gmail.com;;
MADRID ;BARCELONA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
VALLS;BARCELONA;TRANSFONT S.L.;;;;;;;;;;933362697;transfont@transfont.com;;
FRANCIA ZONA 16 AEREO;MADRID;TRANSMEC DE BORTOLI GROUP ESPAÑA S.A;;;;;;;;;;650372626;a.loeches@tdbg.es;;
BARCELONA;HUESCA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
CASTELLON;VALENCIA;OPERADOR LOGISTICO LOPEZ S.L.;;;;;;;;;;961520852;recogidas@operadorlogisticolopez.com;;
madrid;VALENCIA;GRUPO TRANSAHER S.L.;;;;;;;;;;960902013;recogidas.valencia@transaher.es;;
CADIZ;BADAJOZ;JULIOTRANS-2014. S.L.;;;;;;;;;;654860170;JULIOTRANS2014@GMAIL.COM;;
TOLEDO;VALENCIA  ;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ALGECIRAS;JAEN;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
CASTELLON;MADRID;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
VALENCIA;CORDOBA;CARGOCASITODO S.L.;;;;;;;;;;953033790;trafico@cargocasitodo.com;;
ASTURIAS;VALENCIA;ANDIKETA S.L.;;;;;;;;;;615986813;andiketagasoleos@gmail.com;;
BARCELONA;MADRID;EJE DEL EBRO S.L. ;;;;;;;;;;948314299;;;
VIZCAYA;BARCELONA;DAYCOTRANS S.L.;;;;;;;;;;635736789;;;
HUESCA;VALENCIA;COOPERATIVA TRANSPIRENAICA S.C.L.;;;;;;;;;;974425976;ttes@transpirenaica.com;;
MADRID ;BARCELONA;QUIJOTE QUINTO CENTENARIO S. COOP (5);;;;;;;;;;667778065;;;
CORDOBA;MADRID;O.T. ELIVICO S.L.;;;;;;;;;;637507554;contabilidad@otelivicosl.com;;
TOLEDO;BARCELONA;GONAVAS LOGISTICS S.L.;;;;;;;;;;926675395;info@gonavaslogistics.com;;
MADRID ;BARCELONA;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
ALEMANIA;VALENCIA;LIBRA LOGISTIC SERVICES S.L.;;;;;;;;;;935600922;"IMPORT@LIBRALOGISTIC.COM;EXPORT@LIbRALOGISTIC.COM";;
TOLEDO;MADRID;TRANSPORTES JOSE-ANGEL MORENO SL;;;;;;;;;;658777411;transportesjoseamf@gmail.com;;
VALENCIA;ALMERIA;TRANSPORTES GUERRERO 96 S.L.;;;;;;;;;;902301059;sandra@transportesguerrero.es;;
GUADALAJARA;BARCELONA;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
PALENCIA;VALENCIA;TRANSGECAN S.L.;;;;;;;;;;942261686;transgecan@hotmail.com;;
ASTURIAS;MADRID;JUAN BENITO DEL RIO HERNANDEZ;;;;;;;;;;629879538;santi.rio@hotmail.com;;
NAVARRA;BARCELONA;ALTRADI S.L.;;;;;;;;;;943331515;ALTRADI@ALTRADI.COM;;
ZAMORA;VALENCIA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
SEGOVIA;MADRID;DISTRIBUCION ALIMENTARIA BARTOLOME SANZ;;;;;;;;;;921433181;distrubal@hotmail.com;;
LEON;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BURGOS;BARCELONA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
ALICANTE;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
MADRID;ZARAGOZA;VALDENAZARIOS S.L.;;;;;;;;;;638185859;;;
PONTEVEDRA;LUGO;GALITRUCK LOGISTICA S.L.;;;;;;;;;;886060651;galitrucklogistica@galitruck.com;;
CORDOBA;VALENCIA;ALEJANDRO TOMAS IZQUIERDO TENA;;;;;;;;;;603405050;amit.transportes@gmail.com;;
VALENCIA;ALAVA;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
VIZCAYA;BARCELONA;COOPERATIVA CANTABRA DE TRANSPORTES;;;;;;;;;;942260648;cocantra@cocantra.com;;
BARCELONA;MADRID;ROMERO BERNAL PEDRO;;;;;;;;;;696426913;transfrigo_romero@hotmail.com;;
VALENCIA;CASTELLON;JUAN ANTONIO GARCIA GOMEZ;;;;;;;;;;639004672;JUANGARGO@GMAIL.COM;;
NAVARRA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;GUADALAJARA;ROMERO BERNAL PEDRO;;;;;;;;;;696426913;transfrigo_romero@hotmail.com;;
VALENCIA;MADRID ;TRANS ARIJA S.L.;;;;;;;;;;647358269;trans-arija@hotmail.com;;
ASTURIAS;VALENCIA;DSV ROAD SPAIN S.A.U;;;;;;;;;;933903220;monserrat.martinez@dsv.com;;
SEVILLA;MADRID;O.T. ELIVICO S.L.;;;;;;;;;;637507554;contabilidad@otelivicosl.com;;
BARCELONA;MADRID;TTES REGULARES DEL ARANDA S.L;;;;;;;;;;976824833;traficoregulares@gmail.com;;
VALENCIA;MADRID ;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
CADIZ;VALENCIA;ANTONIO JESUS LOPEZ CARRION;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
BARCELONA;MADRID;ALCOTRANSA S.L.;;;;;;;;;;915305124;trafico.mad@alcotransa.com;;
GUADALAJARA;BARCELONA;TRANS ARIJA S.L.;;;;;;;;;;647358269;trans-arija@hotmail.com;;
GUADALAJARA;MADRID;TRANS ARIJA S.L.;;;;;;;;;;647358269;trans-arija@hotmail.com;;
VALENCIA;GERONA;TRANSMUAL SOLUCIONES LOGISTICAS S.L.;;;;;;;;;;623588315;trafico@logisticatransmual.com;;
ORENSE;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ZARAGOZA;BARCELONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
CANTABRIA;MADRID;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
SEVILLA;HUELVA;ANTONIO JESUS LOPEZ CARRION;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
SEVILLA;MALAGA;TRANS BULL & SERR SL;;;;;;;;;;954520965;info@transportesbulnes.com;;
BARCELONA;GUIPUZCOA;FELIX LOIDI ERVITI;;;;;;;;;;948243073;loidifelix@gmail.com;;
MADRID;GUIPUZCOA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
VALENCIA;TOLEDO;NINJATRUCK S.L. ONTRUCK;;;;;;;;;;911985446;ops@ontruck.com;;
MADRID;TOLEDO;TRANSPORTES JOSE-ANGEL MORENO SL;;;;;;;;;;658777411;transportesjoseamf@gmail.com;;
CASTELLON;BARCELONA;VERDET CARRATALA S.A.;;;;;;;;;;961555052;vercasa@vercasa.net;;
VALENCIA;MADRID ;OÑORO FERNANDEZ MIGUEL ANGEL;;;;;;;;;;616443098;transporte_syo@hotmail.com;;
VALLADOLID ;VALENCIA;TRANS-JELABEL S.L.;;;;;;;;;;983528033;alfonso.robles-extern@dbschenker.com;;
VIZCAYA;BARCELONA;SERGIU LAPTENU;;;;;;;;;;661130232;marinalapteanu@gmail.com;;
MADRID ;BARCELONA;CUALDE LOGISTICS S.L.U.;;;;;;;;;;667433296;trafico@cualde.com;;
VIZCAYA;BARCELONA;TRANSPORTS BOOMERANG SBD S.L.;;;;;;;;;;937472624;trafico@boomerangsbd.com;;
MADRID;GERONA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
GRANADA;SEVILLA;LOGISTICA Y PAQUETERÍA HORECA S.L.;;;;;;;;;;610291305;trafico2@lphlogistica.com;;
CADIZ;SEVILLA;ANTONIO JESUS LOPEZ CARRION;;;;;;;;;;685815968;transporteslopcarr@gmail.com;;
BARCELONA;MADRID;LOGISTICA FONT I FILLS S.L.;;;;;;;;;;938513266;fontfills@gmail.com;;
MADRID;ALAVA;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
BARCELONA;ZARAGOZA;MIGUEL ROCA BELTRAN;;;;;;;;;;974453534;elcamiondemiguel@hotmail.com;;
MADRID;ALBACETE;RIOJA PALET EXPRES S.L.;;;;;;;;;;941257846;comercial@sainztransportes.com;;
ZARAGOZA;MADRID;JORGE BONDIA TRANSPORTS S.L.;;;;;;;;;;670357919;trafico@jorgebondiatransports.es;;
VALENCIA;CASTELLON;TRANSMUAL SOLUCIONES LOGISTICAS S.L.;;;;;;;;;;623588315;trafico@logisticatransmual.com;;
VALENCIA;LEON;ENLAZA PLATAFORMA VALENCIA S.L.U.;;;;;;;;;;965504050;RECOGIDAS@PBXVALENCIA.COM;;
BARCELONA;CANTABRIA;COOPERATIVA CANTABRA DE TRANSPORTES;;;;;;;;;;942260648;cocantra@cocantra.com;;
